participant_id,model,rating_trait,llm_score,score_type,prompt_type
10bbdf7065ea,GPT-OSS-120B,Machiavellianism,1.0,target_trait_all_prompts,
10bbdf7065ea,GPT-OSS-120B,Narcissism,2.0,target_trait_all_prompts,
10bbdf7065ea,GPT-OSS-120B,Psychopathy,2.2,target_trait_all_prompts,
10bbdf7065ea,Grok-4,Machiavellianism,2.5,target_trait_all_prompts,
10bbdf7065ea,Grok-4,Narcissism,1.75,target_trait_all_prompts,
10bbdf7065ea,Grok-4,Psychopathy,2.75,target_trait_all_prompts,
10bbdf7065ea,LLaMA-3,Machiavellianism,3.5,target_trait_all_prompts,
10bbdf7065ea,LLaMA-3,Narcissism,2.5,target_trait_all_prompts,
10bbdf7065ea,LLaMA-3,Psychopathy,1.875,target_trait_all_prompts,
17de6ad95fc5,GPT-5,Machiavellianism,1.875,target_trait_all_prompts,
17de6ad95fc5,GPT-5,Narcissism,1.5,target_trait_all_prompts,
17de6ad95fc5,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
17de6ad95fc5,GPT-OSS-120B,Machiavellianism,1.8,target_trait_all_prompts,
17de6ad95fc5,GPT-OSS-120B,Narcissism,1.625,target_trait_all_prompts,
17de6ad95fc5,GPT-OSS-120B,Psychopathy,1.625,target_trait_all_prompts,
17de6ad95fc5,Grok-4,Machiavellianism,1.5,target_trait_all_prompts,
17de6ad95fc5,Grok-4,Narcissism,1.5,target_trait_all_prompts,
17de6ad95fc5,Grok-4,Psychopathy,1.0,target_trait_all_prompts,
17de6ad95fc5,LLaMA-3,Machiavellianism,2.5,target_trait_all_prompts,
17de6ad95fc5,LLaMA-3,Narcissism,2.875,target_trait_all_prompts,
17de6ad95fc5,LLaMA-3,Psychopathy,1.5,target_trait_all_prompts,
18c0f0855e98,GPT-5,Machiavellianism,3.0,target_trait_all_prompts,
18c0f0855e98,GPT-5,Narcissism,2.875,target_trait_all_prompts,
18c0f0855e98,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
18c0f0855e98,GPT-OSS-120B,Machiavellianism,3.2,target_trait_all_prompts,
18c0f0855e98,GPT-OSS-120B,Narcissism,2.0,target_trait_all_prompts,
18c0f0855e98,GPT-OSS-120B,Psychopathy,1.6,target_trait_all_prompts,
18c0f0855e98,Grok-4,Machiavellianism,3.0,target_trait_all_prompts,
18c0f0855e98,Grok-4,Narcissism,2.125,target_trait_all_prompts,
18c0f0855e98,Grok-4,Psychopathy,1.125,target_trait_all_prompts,
18c0f0855e98,LLaMA-3,Machiavellianism,3.5,target_trait_all_prompts,
18c0f0855e98,LLaMA-3,Narcissism,2.875,target_trait_all_prompts,
18c0f0855e98,LLaMA-3,Psychopathy,1.875,target_trait_all_prompts,
23afc807deb7,GPT-5,Machiavellianism,1.375,target_trait_all_prompts,
23afc807deb7,GPT-5,Narcissism,2.75,target_trait_all_prompts,
23afc807deb7,GPT-5,Psychopathy,1.5,target_trait_all_prompts,
23afc807deb7,GPT-OSS-120B,Machiavellianism,1.25,target_trait_all_prompts,
23afc807deb7,GPT-OSS-120B,Narcissism,2.0,target_trait_all_prompts,
23afc807deb7,GPT-OSS-120B,Psychopathy,1.6666666666666667,target_trait_all_prompts,
23afc807deb7,Grok-4,Machiavellianism,1.375,target_trait_all_prompts,
23afc807deb7,Grok-4,Narcissism,2.875,target_trait_all_prompts,
23afc807deb7,Grok-4,Psychopathy,2.0,target_trait_all_prompts,
23afc807deb7,LLaMA-3,Machiavellianism,2.375,target_trait_all_prompts,
23afc807deb7,LLaMA-3,Narcissism,2.75,target_trait_all_prompts,
23afc807deb7,LLaMA-3,Psychopathy,1.5,target_trait_all_prompts,
2a52ccd9a203,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
2a52ccd9a203,GPT-5,Narcissism,3.25,target_trait_all_prompts,
2a52ccd9a203,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
2a52ccd9a203,GPT-OSS-120B,Machiavellianism,1.0,target_trait_all_prompts,
2a52ccd9a203,GPT-OSS-120B,Narcissism,3.0,target_trait_all_prompts,
2a52ccd9a203,GPT-OSS-120B,Psychopathy,1.1666666666666667,target_trait_all_prompts,
2a52ccd9a203,Grok-4,Machiavellianism,2.5,target_trait_all_prompts,
2a52ccd9a203,Grok-4,Narcissism,3.375,target_trait_all_prompts,
2a52ccd9a203,Grok-4,Psychopathy,1.5,target_trait_all_prompts,
2a52ccd9a203,LLaMA-3,Machiavellianism,2.875,target_trait_all_prompts,
2a52ccd9a203,LLaMA-3,Narcissism,3.375,target_trait_all_prompts,
2a52ccd9a203,LLaMA-3,Psychopathy,2.125,target_trait_all_prompts,
31d8b8f5c082,GPT-5,Machiavellianism,1.0,target_trait_all_prompts,
31d8b8f5c082,GPT-5,Narcissism,1.875,target_trait_all_prompts,
31d8b8f5c082,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
31d8b8f5c082,GPT-OSS-120B,Machiavellianism,1.1428571428571428,target_trait_all_prompts,
31d8b8f5c082,GPT-OSS-120B,Narcissism,1.6,target_trait_all_prompts,
31d8b8f5c082,GPT-OSS-120B,Psychopathy,1.625,target_trait_all_prompts,
31d8b8f5c082,Grok-4,Machiavellianism,1.0,target_trait_all_prompts,
31d8b8f5c082,Grok-4,Narcissism,1.5,target_trait_all_prompts,
31d8b8f5c082,Grok-4,Psychopathy,1.0,target_trait_all_prompts,
31d8b8f5c082,LLaMA-3,Machiavellianism,2.375,target_trait_all_prompts,
31d8b8f5c082,LLaMA-3,Narcissism,3.25,target_trait_all_prompts,
31d8b8f5c082,LLaMA-3,Psychopathy,1.5,target_trait_all_prompts,
3221afe85687,GPT-5,Machiavellianism,1.5,target_trait_all_prompts,
3221afe85687,GPT-5,Narcissism,2.625,target_trait_all_prompts,
3221afe85687,GPT-5,Psychopathy,1.625,target_trait_all_prompts,
3221afe85687,GPT-OSS-120B,Machiavellianism,1.0,target_trait_all_prompts,
3221afe85687,GPT-OSS-120B,Narcissism,2.857142857142857,target_trait_all_prompts,
3221afe85687,GPT-OSS-120B,Psychopathy,2.0,target_trait_all_prompts,
3221afe85687,Grok-4,Machiavellianism,1.625,target_trait_all_prompts,
3221afe85687,Grok-4,Narcissism,2.875,target_trait_all_prompts,
3221afe85687,Grok-4,Psychopathy,1.75,target_trait_all_prompts,
3221afe85687,LLaMA-3,Machiavellianism,2.25,target_trait_all_prompts,
3221afe85687,LLaMA-3,Narcissism,3.375,target_trait_all_prompts,
3221afe85687,LLaMA-3,Psychopathy,1.625,target_trait_all_prompts,
3817529bbbe4,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
3817529bbbe4,GPT-5,Narcissism,2.5,target_trait_all_prompts,
3817529bbbe4,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
3817529bbbe4,GPT-OSS-120B,Machiavellianism,3.142857142857143,target_trait_all_prompts,
3817529bbbe4,GPT-OSS-120B,Narcissism,2.8333333333333335,target_trait_all_prompts,
3817529bbbe4,GPT-OSS-120B,Psychopathy,1.2,target_trait_all_prompts,
3817529bbbe4,Grok-4,Machiavellianism,3.25,target_trait_all_prompts,
3817529bbbe4,Grok-4,Narcissism,2.5,target_trait_all_prompts,
3817529bbbe4,Grok-4,Psychopathy,1.375,target_trait_all_prompts,
3817529bbbe4,LLaMA-3,Machiavellianism,2.25,target_trait_all_prompts,
3817529bbbe4,LLaMA-3,Narcissism,3.5,target_trait_all_prompts,
3817529bbbe4,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
390c36247e1a,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
390c36247e1a,GPT-5,Narcissism,1.75,target_trait_all_prompts,
390c36247e1a,GPT-5,Psychopathy,1.5,target_trait_all_prompts,
390c36247e1a,GPT-OSS-120B,Machiavellianism,2.142857142857143,target_trait_all_prompts,
390c36247e1a,GPT-OSS-120B,Narcissism,1.875,target_trait_all_prompts,
390c36247e1a,GPT-OSS-120B,Psychopathy,1.5,target_trait_all_prompts,
390c36247e1a,Grok-4,Machiavellianism,2.125,target_trait_all_prompts,
390c36247e1a,Grok-4,Narcissism,1.75,target_trait_all_prompts,
390c36247e1a,Grok-4,Psychopathy,1.875,target_trait_all_prompts,
390c36247e1a,LLaMA-3,Machiavellianism,2.25,target_trait_all_prompts,
390c36247e1a,LLaMA-3,Narcissism,2.625,target_trait_all_prompts,
390c36247e1a,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
44c88787a705,GPT-5,Machiavellianism,2.5,target_trait_all_prompts,
44c88787a705,GPT-5,Narcissism,2.5,target_trait_all_prompts,
44c88787a705,GPT-5,Psychopathy,2.5,target_trait_all_prompts,
44c88787a705,GPT-OSS-120B,Machiavellianism,2.2857142857142856,target_trait_all_prompts,
44c88787a705,GPT-OSS-120B,Narcissism,2.4,target_trait_all_prompts,
44c88787a705,GPT-OSS-120B,Psychopathy,1.6666666666666667,target_trait_all_prompts,
44c88787a705,Grok-4,Machiavellianism,1.75,target_trait_all_prompts,
44c88787a705,Grok-4,Narcissism,2.75,target_trait_all_prompts,
44c88787a705,Grok-4,Psychopathy,2.625,target_trait_all_prompts,
44c88787a705,LLaMA-3,Machiavellianism,3.25,target_trait_all_prompts,
44c88787a705,LLaMA-3,Narcissism,3.25,target_trait_all_prompts,
44c88787a705,LLaMA-3,Psychopathy,1.625,target_trait_all_prompts,
46a045274ee9,GPT-5,Machiavellianism,1.5,target_trait_all_prompts,
46a045274ee9,GPT-5,Narcissism,1.375,target_trait_all_prompts,
46a045274ee9,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
46a045274ee9,GPT-OSS-120B,Machiavellianism,1.8571428571428572,target_trait_all_prompts,
46a045274ee9,GPT-OSS-120B,Narcissism,1.375,target_trait_all_prompts,
46a045274ee9,GPT-OSS-120B,Psychopathy,1.6,target_trait_all_prompts,
46a045274ee9,Grok-4,Machiavellianism,1.5,target_trait_all_prompts,
46a045274ee9,Grok-4,Narcissism,1.25,target_trait_all_prompts,
46a045274ee9,Grok-4,Psychopathy,1.125,target_trait_all_prompts,
46a045274ee9,LLaMA-3,Machiavellianism,2.125,target_trait_all_prompts,
46a045274ee9,LLaMA-3,Narcissism,3.25,target_trait_all_prompts,
46a045274ee9,LLaMA-3,Psychopathy,1.625,target_trait_all_prompts,
48f801d12e74,GPT-5,Machiavellianism,3.5,target_trait_all_prompts,
48f801d12e74,GPT-5,Narcissism,2.625,target_trait_all_prompts,
48f801d12e74,GPT-5,Psychopathy,3.5,target_trait_all_prompts,
48f801d12e74,GPT-OSS-120B,Machiavellianism,4.0,target_trait_all_prompts,
48f801d12e74,GPT-OSS-120B,Narcissism,1.75,target_trait_all_prompts,
48f801d12e74,GPT-OSS-120B,Psychopathy,2.6666666666666665,target_trait_all_prompts,
48f801d12e74,Grok-4,Machiavellianism,3.375,target_trait_all_prompts,
48f801d12e74,Grok-4,Narcissism,2.0,target_trait_all_prompts,
48f801d12e74,Grok-4,Psychopathy,2.875,target_trait_all_prompts,
48f801d12e74,LLaMA-3,Machiavellianism,3.25,target_trait_all_prompts,
48f801d12e74,LLaMA-3,Narcissism,3.125,target_trait_all_prompts,
48f801d12e74,LLaMA-3,Psychopathy,2.25,target_trait_all_prompts,
4e04fa6487c9,GPT-5,Machiavellianism,1.5,target_trait_all_prompts,
4e04fa6487c9,GPT-5,Narcissism,1.5,target_trait_all_prompts,
4e04fa6487c9,GPT-5,Psychopathy,2.5,target_trait_all_prompts,
4e04fa6487c9,GPT-OSS-120B,Machiavellianism,1.5,target_trait_all_prompts,
4e04fa6487c9,GPT-OSS-120B,Narcissism,1.5,target_trait_all_prompts,
4e04fa6487c9,GPT-OSS-120B,Psychopathy,1.6666666666666667,target_trait_all_prompts,
4e04fa6487c9,Grok-4,Machiavellianism,2.375,target_trait_all_prompts,
4e04fa6487c9,Grok-4,Narcissism,1.0,target_trait_all_prompts,
4e04fa6487c9,Grok-4,Psychopathy,2.875,target_trait_all_prompts,
4e04fa6487c9,LLaMA-3,Machiavellianism,2.0,target_trait_all_prompts,
4e04fa6487c9,LLaMA-3,Narcissism,2.25,target_trait_all_prompts,
4e04fa6487c9,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
4e6666d47d74,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
4e6666d47d74,GPT-5,Narcissism,1.0,target_trait_all_prompts,
4e6666d47d74,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
4e6666d47d74,GPT-OSS-120B,Machiavellianism,2.4,target_trait_all_prompts,
4e6666d47d74,GPT-OSS-120B,Narcissism,1.2857142857142858,target_trait_all_prompts,
4e6666d47d74,GPT-OSS-120B,Psychopathy,1.0,target_trait_all_prompts,
4e6666d47d74,Grok-4,Machiavellianism,2.375,target_trait_all_prompts,
4e6666d47d74,Grok-4,Narcissism,1.0,target_trait_all_prompts,
4e6666d47d74,Grok-4,Psychopathy,1.25,target_trait_all_prompts,
4e6666d47d74,LLaMA-3,Machiavellianism,3.25,target_trait_all_prompts,
4e6666d47d74,LLaMA-3,Narcissism,2.5,target_trait_all_prompts,
4e6666d47d74,LLaMA-3,Psychopathy,1.25,target_trait_all_prompts,
52faefe2ee05,GPT-5,Machiavellianism,3.0,target_trait_all_prompts,
52faefe2ee05,GPT-5,Narcissism,2.0,target_trait_all_prompts,
52faefe2ee05,GPT-5,Psychopathy,4.0,target_trait_all_prompts,
52faefe2ee05,GPT-OSS-120B,Machiavellianism,2.6666666666666665,target_trait_all_prompts,
52faefe2ee05,GPT-OSS-120B,Narcissism,2.5,target_trait_all_prompts,
52faefe2ee05,GPT-OSS-120B,Psychopathy,4.0,target_trait_all_prompts,
52faefe2ee05,Grok-4,Machiavellianism,3.0,target_trait_all_prompts,
52faefe2ee05,Grok-4,Narcissism,2.25,target_trait_all_prompts,
52faefe2ee05,Grok-4,Psychopathy,4.375,target_trait_all_prompts,
52faefe2ee05,LLaMA-3,Machiavellianism,3.0,target_trait_all_prompts,
52faefe2ee05,LLaMA-3,Narcissism,3.375,target_trait_all_prompts,
52faefe2ee05,LLaMA-3,Psychopathy,3.375,target_trait_all_prompts,
57e90e8a7533,GPT-5,Machiavellianism,1.75,target_trait_all_prompts,
57e90e8a7533,GPT-5,Narcissism,2.875,target_trait_all_prompts,
57e90e8a7533,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
57e90e8a7533,GPT-OSS-120B,Machiavellianism,2.1666666666666665,target_trait_all_prompts,
57e90e8a7533,GPT-OSS-120B,Narcissism,3.0,target_trait_all_prompts,
57e90e8a7533,GPT-OSS-120B,Psychopathy,1.7142857142857142,target_trait_all_prompts,
57e90e8a7533,Grok-4,Machiavellianism,1.625,target_trait_all_prompts,
57e90e8a7533,Grok-4,Narcissism,2.0,target_trait_all_prompts,
57e90e8a7533,Grok-4,Psychopathy,1.375,target_trait_all_prompts,
57e90e8a7533,LLaMA-3,Machiavellianism,3.25,target_trait_all_prompts,
57e90e8a7533,LLaMA-3,Narcissism,3.25,target_trait_all_prompts,
57e90e8a7533,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
5b82c3d4e092,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
5b82c3d4e092,GPT-5,Narcissism,1.375,target_trait_all_prompts,
5b82c3d4e092,GPT-5,Psychopathy,2.25,target_trait_all_prompts,
5b82c3d4e092,GPT-OSS-120B,Machiavellianism,1.8333333333333333,target_trait_all_prompts,
5b82c3d4e092,GPT-OSS-120B,Narcissism,2.0,target_trait_all_prompts,
5b82c3d4e092,GPT-OSS-120B,Psychopathy,1.75,target_trait_all_prompts,
5b82c3d4e092,Grok-4,Machiavellianism,2.5,target_trait_all_prompts,
5b82c3d4e092,Grok-4,Narcissism,1.0,target_trait_all_prompts,
5b82c3d4e092,Grok-4,Psychopathy,2.375,target_trait_all_prompts,
5b82c3d4e092,LLaMA-3,Machiavellianism,2.125,target_trait_all_prompts,
5b82c3d4e092,LLaMA-3,Narcissism,2.625,target_trait_all_prompts,
5b82c3d4e092,LLaMA-3,Psychopathy,2.125,target_trait_all_prompts,
5be0882cd92e,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
5be0882cd92e,GPT-5,Narcissism,1.625,target_trait_all_prompts,
5be0882cd92e,GPT-5,Psychopathy,1.625,target_trait_all_prompts,
5be0882cd92e,GPT-OSS-120B,Machiavellianism,2.0,target_trait_all_prompts,
5be0882cd92e,GPT-OSS-120B,Narcissism,1.5714285714285714,target_trait_all_prompts,
5be0882cd92e,GPT-OSS-120B,Psychopathy,2.0,target_trait_all_prompts,
5be0882cd92e,Grok-4,Machiavellianism,1.875,target_trait_all_prompts,
5be0882cd92e,Grok-4,Narcissism,1.5,target_trait_all_prompts,
5be0882cd92e,Grok-4,Psychopathy,1.875,target_trait_all_prompts,
5be0882cd92e,LLaMA-3,Machiavellianism,2.625,target_trait_all_prompts,
5be0882cd92e,LLaMA-3,Narcissism,3.125,target_trait_all_prompts,
5be0882cd92e,LLaMA-3,Psychopathy,1.5,target_trait_all_prompts,
6036794570f2,GPT-5,Machiavellianism,2.5,target_trait_all_prompts,
6036794570f2,GPT-5,Narcissism,2.5,target_trait_all_prompts,
6036794570f2,GPT-5,Psychopathy,1.5,target_trait_all_prompts,
6036794570f2,GPT-OSS-120B,Machiavellianism,2.5714285714285716,target_trait_all_prompts,
6036794570f2,GPT-OSS-120B,Narcissism,2.75,target_trait_all_prompts,
6036794570f2,GPT-OSS-120B,Psychopathy,1.8571428571428572,target_trait_all_prompts,
6036794570f2,Grok-4,Machiavellianism,3.125,target_trait_all_prompts,
6036794570f2,Grok-4,Narcissism,2.5,target_trait_all_prompts,
6036794570f2,Grok-4,Psychopathy,1.875,target_trait_all_prompts,
6036794570f2,LLaMA-3,Machiavellianism,2.875,target_trait_all_prompts,
6036794570f2,LLaMA-3,Narcissism,3.625,target_trait_all_prompts,
6036794570f2,LLaMA-3,Psychopathy,1.25,target_trait_all_prompts,
62dbbd1aa2cb,GPT-5,Machiavellianism,1.625,target_trait_all_prompts,
62dbbd1aa2cb,GPT-5,Narcissism,4.0,target_trait_all_prompts,
62dbbd1aa2cb,GPT-5,Psychopathy,1.375,target_trait_all_prompts,
62dbbd1aa2cb,GPT-OSS-120B,Machiavellianism,1.875,target_trait_all_prompts,
62dbbd1aa2cb,GPT-OSS-120B,Narcissism,3.0,target_trait_all_prompts,
62dbbd1aa2cb,GPT-OSS-120B,Psychopathy,1.8571428571428572,target_trait_all_prompts,
62dbbd1aa2cb,Grok-4,Machiavellianism,1.625,target_trait_all_prompts,
62dbbd1aa2cb,Grok-4,Narcissism,3.625,target_trait_all_prompts,
62dbbd1aa2cb,Grok-4,Psychopathy,1.5,target_trait_all_prompts,
62dbbd1aa2cb,LLaMA-3,Machiavellianism,2.5,target_trait_all_prompts,
62dbbd1aa2cb,LLaMA-3,Narcissism,3.5,target_trait_all_prompts,
62dbbd1aa2cb,LLaMA-3,Psychopathy,1.875,target_trait_all_prompts,
67534788b519,GPT-5,Machiavellianism,2.0,target_trait_all_prompts,
67534788b519,GPT-5,Narcissism,2.0,target_trait_all_prompts,
67534788b519,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
67534788b519,GPT-OSS-120B,Machiavellianism,1.5,target_trait_all_prompts,
67534788b519,GPT-OSS-120B,Narcissism,1.4285714285714286,target_trait_all_prompts,
67534788b519,GPT-OSS-120B,Psychopathy,1.75,target_trait_all_prompts,
67534788b519,Grok-4,Machiavellianism,2.375,target_trait_all_prompts,
67534788b519,Grok-4,Narcissism,1.875,target_trait_all_prompts,
67534788b519,Grok-4,Psychopathy,1.125,target_trait_all_prompts,
67534788b519,LLaMA-3,Machiavellianism,2.375,target_trait_all_prompts,
67534788b519,LLaMA-3,Narcissism,3.5,target_trait_all_prompts,
67534788b519,LLaMA-3,Psychopathy,1.625,target_trait_all_prompts,
79a648d9e0dc,GPT-5,Machiavellianism,1.375,target_trait_all_prompts,
79a648d9e0dc,GPT-5,Narcissism,2.0,target_trait_all_prompts,
79a648d9e0dc,GPT-5,Psychopathy,2.0,target_trait_all_prompts,
79a648d9e0dc,GPT-OSS-120B,Machiavellianism,1.25,target_trait_all_prompts,
79a648d9e0dc,GPT-OSS-120B,Narcissism,2.0,target_trait_all_prompts,
79a648d9e0dc,GPT-OSS-120B,Psychopathy,1.75,target_trait_all_prompts,
79a648d9e0dc,Grok-4,Machiavellianism,1.0,target_trait_all_prompts,
79a648d9e0dc,Grok-4,Narcissism,1.625,target_trait_all_prompts,
79a648d9e0dc,Grok-4,Psychopathy,2.0,target_trait_all_prompts,
79a648d9e0dc,LLaMA-3,Machiavellianism,2.0,target_trait_all_prompts,
79a648d9e0dc,LLaMA-3,Narcissism,2.375,target_trait_all_prompts,
79a648d9e0dc,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
7b1e5c326559,GPT-5,Machiavellianism,1.0,target_trait_all_prompts,
7b1e5c326559,GPT-5,Narcissism,3.5,target_trait_all_prompts,
7b1e5c326559,GPT-5,Psychopathy,1.25,target_trait_all_prompts,
7b1e5c326559,GPT-OSS-120B,Machiavellianism,1.5,target_trait_all_prompts,
7b1e5c326559,GPT-OSS-120B,Narcissism,4.0,target_trait_all_prompts,
7b1e5c326559,GPT-OSS-120B,Psychopathy,2.0,target_trait_all_prompts,
7b1e5c326559,Grok-4,Machiavellianism,1.375,target_trait_all_prompts,
7b1e5c326559,Grok-4,Narcissism,4.25,target_trait_all_prompts,
7b1e5c326559,Grok-4,Psychopathy,1.875,target_trait_all_prompts,
7b1e5c326559,LLaMA-3,Machiavellianism,2.625,target_trait_all_prompts,
7b1e5c326559,LLaMA-3,Narcissism,4.0,target_trait_all_prompts,
7b1e5c326559,LLaMA-3,Psychopathy,2.0,target_trait_all_prompts,
7cb9acc97d75,GPT-5,Machiavellianism,1.25,target_trait_all_prompts,
7cb9acc97d75,GPT-5,Narcissism,3.0,target_trait_all_prompts,
7cb9acc97d75,GPT-5,Psychopathy,1.0,target_trait_all_prompts,
7cb9acc97d75,GPT-OSS-120B,Machiavellianism,1.3333333333333333,target_trait_all_prompts,
7cb9acc97d75,GPT-OSS-120B,Narcissism,2.25,target_trait_all_prompts,
7cb9acc97d75,GPT-OSS-120B,Psychopathy,1.0,target_trait_all_prompts,
7cb9acc97d75,Grok-4,Machiavellianism,1.25,target_trait_all_prompts,
7cb9acc97d75,Grok-4,Narcissism,1.875,target_trait_all_prompts,
7cb9acc97d75,Grok-4,Psychopathy,1.375,target_trait_all_prompts,
7cb9acc97d75,LLaMA-3,Machiavellianism,2.375,target_trait_all_prompts,
7cb9acc97d75,LLaMA-3,Narcissism,3.875,target_trait_all_prompts,
7cb9acc97d75,LLaMA-3,Psychopathy,1.0,target_trait_all_prompts,
